_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
53f44de7dabfaedf435ea1eb,"('53f4845adabfaec09f2a6d5f', 0.9999999999999998)",,,,,,,,,,,,,,,
53f46690dabfaeee22a541ac,"('53f46285dabfaefedbb79beb', 0.9428090415820636)",,,,,,,,,,,,,,,
542a44f3dabfae61d4961f94,"('53f3b0abdabfae4b34b1a285', 0.9163419338230352)","('53f42d0ddabfaedce54c0552', 0.8438530156892918)",,,,,,,,,,,,,,
53f43a10dabfaedf435a13fd,"('53f38480dabfae4b34a0a50b', 0.7071067811865475)","('53f4347fdabfaeb2ac041136', 0.7071067811865475)","('53f43b73dabfaedce5560fb6', 0.7071067811865475)",,,,,,,,,,,,,
543162addabfae8cc1c036f7,"('562d24f045cedb3398d667b5', 0.9101820546182064)",,,,,,,,,,,,,,,
53f42da6dabfaee2a1c7fdad,"('53f43269dabfaee2a1cbd164', 0.9574271077563381)",,,,,,,,,,,,,,,
53f43365dabfaeb22f4532ba,"('53f642ecdabfaed4be0f3cc2', 0.9004503377814964)","('53f7effbdabfae92b40f5ab0', 0.806149582817699)","('53f45745dabfaefedbb53b02', 0.7930905553545755)","('54093c39dabfae450f46dac0', 0.7593263966019993)","('5405c9ffdabfae8faa60048a', 0.7203602702251971)",,,,,,,,,,,
53f4d05bdabfaeedd177d9ff,"('54095492dabfae450f477e5f', 1.0000000000000002)","('5405719bdabfae8faa5d1b22', 1.0000000000000002)",,,,,,,,,,,,,,
53f42c0adabfaee02ac4ca40,"('53f44ea1dabfaeee22a172d5', 1.0000000000000002)",,,,,,,,,,,,,,,
53f44572dabfaee2a1d308e0,"('53f44d77dabfaee02ad35a34', 0.9722718241315027)","('53f42e41dabfaeb1a7b96bd8', 0.8944271909999159)","('53f4386adabfaedf43592991', 0.795495128834866)",,,,,,,,,,,,,
53f44cdcdabfaedf435e66d9,"('54874484dabfae9b401344cb', 0.8908708063747479)","('53f7cf8edabfae92b40e5f87', 0.8908708063747479)",,,,,,,,,,,,,,
53f433f9dabfaee43ec17b2d,"('53f43a02dabfaefedbae9f37', 0.8488746876271656)","('53f4acd7dabfaecdde77b3ba', 0.7071067811865475)",,,,,,,,,,,,,,
53f44ce4dabfaee0d9bcdfe8,"('53f46368dabfaec09f233a94', 0.7999999999999999)",,,,,,,,,,,,,,,
53f43758dabfaee2a1ceee1c,"('53f46429dabfaeecd6a047f6', 0.8528028654224417)",,,,,,,,,,,,,,,
53f43235dabfaee02ac9e011,"('53f44502dabfaee02ad135a2', 0.9230769230769231)","('53f42d83dabfaec22ba1998a', 0.7396002616336388)","('53f32640dabfae9a84472f46', 0.7396002616336388)",,,,,,,,,,,,,
53f4d24edabfaef0f1f81255,"('562c9e9e45cedb3398c79d66', 1.0)","('53f45e41dabfaee02ad75364', 1.0)","('53f42f9ddabfaeb22f424478', 1.0)",,,,,,,,,,,,,
53f433b7dabfaee02acaf400,"('53f4486fdabfaedd74df6a93', 0.912870929175277)","('53f46eeedabfaee43ed187de', 0.9)",,,,,,,,,,,,,,
562f7e9945cedb33996bf770,"('5631733145cedb3399e0246c', 0.7999999999999999)",,,,,,,,,,,,,,,
53f45232dabfaedd74e1d711,"('53f4539adabfaec09f1fc231', 0.7999999999999999)",,,,,,,,,,,,,,,
53f4555adabfaeee22a306d1,"('53f46a7ddabfaee4dc85ea39', 0.8020767218098108)","('5485474edabfae9b40133514', 0.7167132003459626)","('53f43381dabfaeb2ac035fa2', 0.7150371986748114)","('53f4559cdabfaee2a1d712e7', 0.7095662904602298)","('53f43330dabfaeb22f450e59', 0.7092993656151907)","('53f42df8dabfaee02ac68796', 0.7027642214999338)","('53f4995edabfaedce562411c', 0.7018624063435964)",,,,,,,,,
53f47108dabfaec09f268d4d,"('5613553545cedb33979b687e', 1.0000000000000002)","('5445628adabfae862da19a23', 1.0000000000000002)",,,,,,,,,,,,,,
53f4338fdabfaec09f160d86,"('53fd9dfddabfae8faa5b36d5', 1.0)",,,,,,,,,,,,,,,
53f80027dabfae92b40fe434,"('53f461ccdabfaee4dc83b48b', 0.8703882797784892)","('562d10a745cedb3398d42f00', 0.8581163303210332)","('53f42c0fdabfaeb2acfd6404', 0.7977240352174656)","('5489c24cdabfae9b40134d47', 0.7106690545187014)","('53f43344dabfaeb2ac033800', 0.7071067811865475)",,,,,,,,,,,
56175e4645cedb3397bea8c4,"('542a9ee7dabfae61d4997394', 0.8616404368553292)","('5408e2e3dabfae8faa661c91', 0.82915619758885)","('56175e4645cedb3397bea8d0', 0.7784989441615229)","('542bd987dabfae2b4e1aa430', 0.7537783614444092)","('53f477fbdabfaee4dc893ca0', 0.7035264706814485)",,,,,,,,,,,
53f43918dabfaec22ba9b304,"('53f43317dabfaec09f15b7fd', 0.7999999999999999)",,,,,,,,,,,,,,,
53f447e4dabfaee0d9bb9504,"('5631b4ca45cedb3399eed6e8', 0.9999999999999998)",,,,,,,,,,,,,,,
53f42deadabfaee2a1c8334b,"('542cadc7dabfae216e631438', 0.8164965809277261)",,,,,,,,,,,,,,,
53f44f43dabfaeecd69cfbf5,"('54084f97dabfae8faa63fcfd', 1.0000000000000002)",,,,,,,,,,,,,,,
53f434b8dabfaedf43570252,"('560892e145cedb3396d04e18', 0.9669875568304561)","('53f43b74dabfaeecd6990b24', 0.9669875568304561)","('53fa07d5dabfae8faa5a0645', 0.9456108576893003)","('540579eddabfae91d3fe7abc', 0.8081220356417685)","('53f44806dabfaee1c0af310c', 0.8081220356417685)",,,,,,,,,,,
53f430a8dabfaec09f13debb,"('5405a0e7dabfae8faa5eb3a6', 1.0)","('53f4602adabfaec09f227ae8', 0.8660254037844388)","('53f45c4cdabfaedd74e43a57', 0.8660254037844388)",,,,,,,,,,,,,
53f479cddabfae8a6845c14b,"('5615c59345cedb3397adc558', 0.7396002616336388)","('561247a545cedb3397919826', 0.7396002616336388)",,,,,,,,,,,,,,
53f45224dabfaee2a1d63776,"('53f4380ddabfaec22ba90c16', 0.9486832980505139)","('53f4e3f4dabfaefd02f8045c', 0.9)","('53f44523dabfaec09f1c491e', 0.9)",,,,,,,,,,,,,
53f43e35dabfaefedbb008ee,"('53f63128dabfae7acec7162b', 0.7016464154456235)","('53f4319fdabfaedce54fb743', 0.7016464154456235)",,,,,,,,,,,,,,
53f43a3fdabfaeee229cf0a8,"('53f43b69dabfaee2a1d17ee1', 0.9128709291752769)","('53f46c61dabfaeee22a6a280', 0.9128709291752769)","('53f38a03dabfae4b34a2a84f', 0.9128709291752769)",,,,,,,,,,,,,
53f43072dabfaeb1a7bb1f6c,"('53f454bfdabfaee43ecb6b48', 1.0)","('53f3a2c0dabfae4b34ac49ce', 1.0)",,,,,,,,,,,,,,
53f4488cdabfaeee22a00164,"('53f39eccdabfae4b34aac23d', 1.0000000000000002)",,,,,,,,,,,,,,,
53f32d58dabfae9a8449a2a1,"('5432aa3ddabfaeb54216312d', 0.7999999999999999)",,,,,,,,,,,,,,,
53f46b04dabfaee2a1dc1603,"('53f7e09cdabfae938c6e651d', 0.9428090415820636)","('53f43102dabfaeb1a7bb930c', 0.9428090415820636)",,,,,,,,,,,,,,
53f46b5cdabfaee4dc861f40,"('5448e817dabfae87b7e91775', 0.7559289460184545)","('53f4ca6ddabfaeea63f80abd', 0.7559289460184545)",,,,,,,,,,,,,,
53f42d77dabfaec22ba18dd9,"('53f43011dabfaeb22f429e23', 0.8660254037844388)",,,,,,,,,,,,,,,
53f37486dabfae4b349cc50e,"('53f42f09dabfaee02ac7601b', 0.9999999999999998)",,,,,,,,,,,,,,,
54314e4cdabfae8f291433ee,"('5440de94dabfae7f9b3583ac', 0.816496580927726)",,,,,,,,,,,,,,,
53f4cae4dabfaee57b7805bb,"('53f45511dabfaee02ad53f51', 0.7029996402619948)",,,,,,,,,,,,,,,
53f47bd6dabfaeb1a7ccf647,"('562d536345cedb3398dc61cb', 0.7016464154456235)","('53f42ddddabfaeb2acff091b', 0.7016464154456235)",,,,,,,,,,,,,,
53f43738dabfaeb22f478d0e,"('5441156edabfae805a7288b8', 0.8660254037844388)",,,,,,,,,,,,,,,
53f45ce8dabfaee1c0b453a9,"('53f435fddabfaeb2ac04fa04', 0.9622504486493765)","('5410b24ddabfae44f08d238a', 0.9444444444444446)","('540690dadabfae44f084162e', 0.9444444444444446)",,,,,,,,,,,,,
53f44f28dabfaeecd69cf5d9,"('54855285dabfae8a11fb289e', 0.9999999999999999)","('54093dbadabfae8faa678f8f', 0.8944271909999159)","('5448b3b6dabfae87b7e67077', 0.8944271909999159)",,,,,,,,,,,,,
53f42e29dabfaedce54cf685,"('548c7764dabfae8a11fb4b62', 0.7999999999999999)",,,,,,,,,,,,,,,
53f435fddabfaeb2ac04fa04,"('5410b24ddabfae44f08d238a', 0.9622504486493765)","('540690dadabfae44f084162e', 0.9622504486493765)","('53f45ce8dabfaee1c0b453a9', 0.9622504486493765)",,,,,,,,,,,,,
53f43987dabfaee0d9b820ef,"('5609e0ad45cedb3396fb8bb1', 0.9999999999999998)",,,,,,,,,,,,,,,
53f46dd8dabfaee4dc86bde3,"('5405c078dabfae91d300991e', 0.9999999999999998)",,,,,,,,,,,,,,,
53f44cb3dabfaee02ad32b03,"('53f47116dabfaee2a1dd8d83', 0.9428090415820636)","('53f7abc2dabfae9060adaa04', 0.7715167498104596)",,,,,,,,,,,,,,
542d8982dabfae11fc47eb55,"('562c5faa45cedb3398c04b96', 0.7999999999999999)",,,,,,,,,,,,,,,
53f433f5dabfaedf43567bff,"('53f458acdabfaedd74e36f92', 0.9999999999999998)",,,,,,,,,,,,,,,
53f3219ddabfae9a844594f8,"('562d149145cedb3398d49fd8', 1.0)","('53f449dcdabfaeb2ac0a793e', 0.8432740427115678)","('5485cbe4dabfaed7b5fa252f', 0.7999999999999999)",,,,,,,,,,,,,
53f42d71dabfaec09f11574a,"('53f453a4dabfaee2a1d6955b', 0.7302967433402215)",,,,,,,,,,,,,,,
53f4387cdabfaedce5542808,"('54897e09dabfae8a11fb45b0', 0.8660254037844388)",,,,,,,,,,,,,,,
53f78710dabfae92b40c30c4,"('53f452c2dabfaedf435fd780', 0.74535599249993)",,,,,,,,,,,,,,,
53f3a4a3dabfae4b34ad0b69,"('53f43c8bdabfaec09f1b1d88', 0.9128709291752769)","('53f44f74dabfaec09f1ebbf8', 0.7453559924999298)",,,,,,,,,,,,,,
53f432b1dabfaeb22f44b731,"('53f433f9dabfaec09f165a31', 0.816496580927726)",,,,,,,,,,,,,,,
53f42f08dabfaee43ebda935,"('53f4a6b0dabfaec86577b4ba', 1.0000000000000002)","('53f4322edabfaeb1a7bc85ef', 1.0000000000000002)",,,,,,,,,,,,,,
5408cbd5dabfae450f4423a3,"('53f47b5cdabfaefedbbbd56b', 0.8660254037844388)",,,,,,,,,,,,,,,
53f43a0ddabfaedf435a11f3,"('548772c3dabfaed7b5fa2ff6', 0.816496580927726)",,,,,,,,,,,,,,,
53f45bf5dabfaee4dc826e40,"('541070c8dabfae44f08ac8f7', 0.9561828874675149)","('54302ca7dabfaeca69bd1fa6', 0.8854377448471463)","('53f42dcedabfaee2a1c81e85', 0.8764598212022146)",,,,,,,,,,,,,
53f633f7dabfae43d83fa719,"('53f556d7dabfae963d25e4e0', 0.8299580852932861)",,,,,,,,,,,,,,,
54333a0fdabfaeb54217d6ea,"('562d352a45cedb3398d8a78a', 0.9230769230769231)","('53f45690dabfaedd74e2eb16', 0.9230769230769231)","('53f46058dabfaec09f2283c1', 0.9230769230769231)",,,,,,,,,,,,,
53f64f86dabfae0633f16c61,"('562cdc8e45cedb3398ce86bf', 1.0000000000000002)",,,,,,,,,,,,,,,
53f481ecdabfaec09f2a21e4,"('5405a035dabfae8faa5eafb5', 0.816496580927726)",,,,,,,,,,,,,,,
540590fedabfae92b41e4594,"('54899c82dabfae9b40134bd0', 0.7071067811865477)",,,,,,,,,,,,,,,
53f46a37dabfaedd74e7919b,"('53f42b73dabfaec22b9f9397', 0.944911182523068)","('54083ad6dabfae44f0872eff', 0.7276068751089989)",,,,,,,,,,,,,,
53f387d0dabfae4b34a1db74,"('53f45843dabfaedd74e354ab', 0.9152086306448589)","('53f44e60dabfaedf435ebf0c', 0.9152086306448589)","('53f43368dabfaec22ba631ee', 0.737864787372622)",,,,,,,,,,,,,
53f4d055dabfaeeee5f81a6e,"('542ac45bdabfae646d586792', 0.8944271909999159)","('53f48392dabfaee2a1e0315d', 0.75)",,,,,,,,,,,,,,
53f7c2badabfae938c6d87d8,"('54868bfddabfaed7b5fa29e8', 0.9999999999999998)",,,,,,,,,,,,,,,
53f475d8dabfaec09f27c4c6,"('543415f5dabfaeb4c6ae107b', 1.0)","('53f43061dabfaec09f13a526', 0.944911182523068)","('53f4b46cdabfaedce5648c0c', 0.9449111825230679)",,,,,,,,,,,,,
53f42ceddabfaee0d9af6646,"('53f3a4b9dabfae4b34ad14aa', 0.7302967433402217)",,,,,,,,,,,,,,,
53f47ee0dabfae9126cc4f25,"('53f438e7dabfaedce554700a', 0.8587875203574158)","('54089af0dabfae8faa64f399', 0.7252406676228423)",,,,,,,,,,,,,,
53f370aadabfae4b349bfdb2,"('53f45ba4dabfaee4dc825ccf', 1.0000000000000002)","('53f46b2fdabfaee4dc8614db', 1.0000000000000002)",,,,,,,,,,,,,,
53f328b6dabfae9a8448070d,"('53f46bb5dabfaee43ed0b96a', 0.7396002616336388)","('53f448aadabfaee0d9bbc9d0', 0.7396002616336388)","('53f462cedabfaee02ad85ea4', 0.7396002616336388)",,,,,,,,,,,,,
53f471dadabfaeecd6a38943,"('5631b3f445cedb3399eeb9cd', 0.7302967433402215)",,,,,,,,,,,,,,,
544501d9dabfae862d9fda1b,"('53f46565dabfaedf43641f17', 0.9065791435637209)","('54488567dabfae87b7e3a3d4', 0.8043341376678733)","('53f7d900dabfae90ec124382', 0.7317386323995818)",,,,,,,,,,,,,
53f42f27dabfaedf4352d552,"('542d3e9cdabfae498ae1b1b5', 0.9417419115948376)","('53f430e0dabfaedf43542e54', 0.8232127859153062)","('53f478eadabfaedf4368cc96', 0.8208512602438094)","('53f4d0a3dabfaeedd277e3b3', 0.7963954906445216)","('53f456a0dabfaee2a1d74e37', 0.7051146720692056)","('54489385dabfae87b7e47098', 0.7001400420140049)",,,,,,,,,,
53f42c99dabfaee2a1c6fa5a,"('53f444d3dabfaee2a1d2e1ff', 0.7637626158259733)","('53f42bdfdabfaee02ac49ba7', 0.7637626158259733)",,,,,,,,,,,,,,
53f437badabfaee0d9b71265,"('540915afdabfae450f45f5b0', 0.7777777777777778)","('562d6a1245cedb3398df3fca', 0.7453559924999298)",,,,,,,,,,,,,,
53f4848fdabfaec09f2a72fb,"('53f4d47ddabfaeedd878250f', 0.8703882797784893)","('53f46e30dabfaee43ed15828', 0.8703882797784892)",,,,,,,,,,,,,,
53f35730dabfae4b349609d0,"('53f45d4ddabfaedf43624660', 0.9486832980505138)","('54411b5edabfae805a72a837', 0.944911182523068)","('53f42747dabfaeb2acfacaae', 0.944911182523068)",,,,,,,,,,,,,
53f448afdabfaeb22f4c970f,"('53f4690bdabfaec09f24a6aa', 0.8320502943378438)","('53f42ecfdabfaee1c0a45ec9', 0.8006407690254358)",,,,,,,,,,,,,,
53f459aedabfaedd74e3ac05,"('562c485c45cedb3398bdc6ff', 0.9428090415820636)","('53f7a9bcdabfae8faa4a529a', 0.7715167498104596)",,,,,,,,,,,,,,
53f453f6dabfaee02ad4f9cb,"('53f43261dabfaedf43555f04', 0.9561828874675149)","('53f45360dabfaee1c0b2188a', 0.9)","('54299dd9dabfaec70819ac5c', 0.8770580193070293)",,,,,,,,,,,,,
53f42c6bdabfaeb2acfdbe2a,"('53f465a4dabfaedf43642f05', 0.9230769230769231)","('53f42cdcdabfaedd74d2f2b3', 0.9230769230769231)","('53f458a6dabfaec09f20ec49', 0.8072073527955749)",,,,,,,,,,,,,
53f43060dabfaec22ba3e30b,"('548a1606dabfaed7b5fa3f6f', 1.0000000000000002)","('54860d6adabfaed7b5fa272c', 1.0000000000000002)",,,,,,,,,,,,,,
53f4312ddabfaec22ba488ea,"('53f43267dabfaedce55053ef', 0.904534033733291)","('53f4344cdabfaeee22996a84', 0.8944271909999159)","('5618470345ce1e5963fd7af2', 0.8164965809277261)","('53f43799dabfaeee229b5d1a', 0.75)",,,,,,,,,,,,
53f4390cdabfaeecd697867d,"('53f45162dabfaeecd69d84ad', 0.9999999999999998)",,,,,,,,,,,,,,,
53f431eedabfaedf435501de,"('53f36a8cdabfae4b349aa3bf', 0.8944271909999159)","('53f4c980dabfaee57b77efc6', 0.8838834764831843)","('53f42f4bdabfaec09f12cd55', 0.75)",,,,,,,,,,,,,
53f43a9cdabfaec09f1a55d5,"('53f430a2dabfaedce54eeb56', 0.9078412990032037)","('53f442b0dabfaeee229eb075', 0.9058216273156766)","('53f43a50dabfaefedbaed8e7', 0.8674723979493604)",,,,,,,,,,,,,
54860d6adabfaed7b5fa272c,"('548a1606dabfaed7b5fa3f6f', 1.0000000000000002)","('53f43060dabfaec22ba3e30b', 1.0000000000000002)",,,,,,,,,,,,,,
53f43785dabfaec09f18730f,"('53f63479dabfae7deb1b3acc', 0.8743856497851875)","('5607a8d145cedb3396b2ea2d', 0.8366600265340755)","('54871e53dabfae9b40134209', 0.7606388292556651)",,,,,,,,,,,,,
53f457bddabfaec22bb0ad87,"('5486b7c6dabfaed7b5fa2b7a', 1.0000000000000002)","('5484c378dabfae8a11fb22eb', 1.0000000000000002)",,,,,,,,,,,,,,
53f46899dabfaeb22f54681d,"('56313e8745cedb3399d2eb5a', 0.9999999999999998)",,,,,,,,,,,,,,,
53f370fcdabfae4b349c0d94,"('53f43eafdabfaeb22f4aada0', 0.9036961141150639)","('53f4a8b0dabfaedce563854c', 0.875)",,,,,,,,,,,,,,
542b67f7dabfae20065fd328,"('562f887245cedb33996e8150', 0.9999999999999998)",,,,,,,,,,,,,,,
53f44c16dabfaeecd69c3a28,"('53f46e5ddabfaee4dc86dd2a', 0.9999999999999998)",,,,,,,,,,,,,,,
53f42ca0dabfaedce54ba30d,"('5447f8dadabfae87b7db837c', 0.9999999999999998)",,,,,,,,,,,,,,,
53f4333ddabfaedce550e854,"('53f44a89dabfaee2a1d4577b', 0.9999999999999998)",,,,,,,,,,,,,,,
53f448a7dabfaee4dc7da36f,"('5487e5f3dabfaed7b5fa33b3', 0.7999999999999999)",,,,,,,,,,,,,,,
53f43e1ddabfaedd74dd86f7,"('53f43ad0dabfaeecd698977c', 0.984731927834662)","('53f43e59dabfaeb2ac085c06', 0.7378647873726218)",,,,,,,,,,,,,,
53f434f6dabfaeb2ac0463b7,"('53f46c31dabfaedf4365c5b4', 0.7999999999999999)",,,,,,,,,,,,,,,
53f4690bdabfaec09f24a6aa,"('53f47c83dabfaeb1a7ccf9b2', 0.8320502943378438)","('53f448afdabfaeb22f4c970f', 0.8320502943378438)",,,,,,,,,,,,,,
53f431dbdabfaee02ac99a0d,"('53f4ccf8dabfaeebddf81965', 0.9230769230769231)","('53f42d51dabfaee0d9afbdf6', 0.9230769230769231)","('53f4bcf0dabfaedce56547e6', 0.8894991799933216)",,,,,,,,,,,,,
53f4320adabfaee02ac9bcd9,"('53f48060dabfae963d259db7', 0.9999999999999998)",,,,,,,,,,,,,,,
53f32792dabfae9a8447a33b,"('54403aacdabfae805a6aa321', 0.8981462390204986)","('53f43a34dabfaee1c0ac0ea8', 0.8451542547285167)","('54069ad3dabfae44f084659f', 0.7302967433402217)",,,,,,,,,,,,,
53f45f63dabfaee0d9c14065,"('53f42f57dabfaedf4352fa5e', 0.9999999999999999)","('5405a321dabfae92b41ed64e', 0.7745966692414834)",,,,,,,,,,,,,,
53f4344fdabfaee02acb5f49,"('56318dd645cedb3399e65ba7', 0.7442084075352507)",,,,,,,,,,,,,,,
53f4393ddabfaee0d9b7fea5,"('53f46ec8dabfaee02adb5f28', 0.7385489458759965)","('562d7a5a45cedb3398e2259a', 0.7071067811865477)",,,,,,,,,,,,,,
53f44015dabfaeee229e6b7b,"('53f4cc5adabfaee579782996', 0.7071067811865475)",,,,,,,,,,,,,,,
53f3a80edabfae4b34ae5bd8,"('563146bc45cedb3399d5160c', 0.9999999999999997)","('53f4348bdabfaee0d9b53e9b', 0.9999999999999997)","('53f55c16dabfae4e4ff80466', 0.801783725737273)",,,,,,,,,,,,,
53f4355fdabfaee2a1cddbaf,"('53f44d6cdabfaeecd69c8aef', 1.0000000000000002)","('548456b8dabfae9b40132f43', 0.8660254037844388)",,,,,,,,,,,,,,
53f3598edabfae4b34969c2f,"('53f593a8dabfaee1f3f80464', 0.9285714285714286)","('53f39305dabfae4b34a608e3', 0.7778444682625973)","('53f4309ddabfaee0d9b25f46', 0.7171371656006362)",,,,,,,,,,,,,
53f42cd9dabfaee0d9af53da,"('53f46997dabfaedf43652ad3', 0.8660254037844388)",,,,,,,,,,,,,,,
53f430f3dabfaeb1a7bb871a,"('53f47483dabfaedf4367d09c', 0.8703882797784892)","('53f4636fdabfaeee22a48aae', 0.8703882797784892)",,,,,,,,,,,,,,
53f45dcbdabfaefedbb69d25,"('5485851bdabfaed7b5fa233c', 0.8040302522073697)","('54083f30dabfae92b4234e62', 0.7396002616336388)",,,,,,,,,,,,,,
53f4d386dabfaef204f80f8b,"('53f43854dabfaeee229bd008', 0.9701425001453319)","('53f39fb4dabfae4b34ab2062', 0.7126966450997984)",,,,,,,,,,,,,,
53f433b4dabfaee02acaf1e9,"('53f4562fdabfaeee22a336a1', 0.9428090415820636)",,,,,,,,,,,,,,,
54054aacdabfae91d3fd08d2,"('54339166dabfaeb4c6ac198a', 0.9999999999999998)",,,,,,,,,,,,,,,
53f42b22dabfaeb1a7b6e3cf,"('53f4ccd1dabfaeebdaf81799', 0.816496580927726)",,,,,,,,,,,,,,,
53f44720dabfaee1c0aef6c0,"('53f7c381dabfae7f97a29300', 0.944911182523068)","('562d307a45cedb3398d81748', 0.7537783614444091)",,,,,,,,,,,,,,
53f3b1c2dabfae4b34b2066c,"('53f43183dabfaee43ebfa541', 0.816496580927726)",,,,,,,,,,,,,,,
53f44801dabfaedd74df4e9c,"('53f78abddabfae8faa496890', 0.9428090415820636)",,,,,,,,,,,,,,,
53f4658adabfaee2a1dab460,"('562ccfe745cedb3398cd00e7', 0.7745966692414832)","('562ccfe745cedb3398cd00ea', 0.7462025072446365)",,,,,,,,,,,,,,
53f43269dabfaee2a1cbd183,"('53f3a759dabfae4b34ae15e2', 0.7071067811865475)",,,,,,,,,,,,,,,
53f427bcdabfaeb1a7b5baaf,"('53f4548bdabfaec09f1ff964', 0.8888888888888888)","('53f4301adabfaee0d9b1f242', 0.8888888888888888)",,,,,,,,,,,,,,
53f450eadabfaeee22a1f9ef,"('542a811adabfae61d49882fe', 0.8025723539051279)",,,,,,,,,,,,,,,
53f43f08dabfaee02ad05638,"('53f46056dabfaec09f228376', 0.9999999999999998)",,,,,,,,,,,,,,,
53f43685dabfaee0d9b661aa,"('53f470a0dabfaec09f2674de', 0.8944271909999159)","('53f43334dabfaeecd693ec56', 0.8944271909999159)",,,,,,,,,,,,,,
542e3b92dabfaed722683f95,"('5487956adabfaed7b5fa315e', 0.9486832980505138)","('561279ab45cedb3397937b2c', 0.8981462390204986)","('53f4b83edabfaeb22f57723a', 0.7980238751210128)",,,,,,,,,,,,,
53f374eddabfae4b349cd915,"('53f45b96dabfaee02ad6bf9e', 1.0000000000000002)","('53f42f12dabfaee43ebdaf87', 1.0000000000000002)",,,,,,,,,,,,,,
53f6435ddabfaec0c73fa75a,"('53f32867dabfae9a8447ec04', 0.8780541105074453)","('5405adb4dabfae92b41f2d36', 0.8561726894780894)","('53f42f85dabfaee0d9b17f09', 0.8561726894780894)","('53f4271bdabfaec09f0d70a8', 0.7548513560963973)",,,,,,,,,,,,
562b118a45cedb33989758ef,"('562b118a45cedb33989758e6', 0.8868440532177395)","('562b118a45cedb33989758e0', 0.8868440532177395)","('563151fc45cedb3399d82899', 0.7921180343813397)","('562ccbf945cedb3398cc8a6c', 0.7592566023652966)","('562b118a45cedb33989758f2', 0.7585826061362605)","('53f4304adabfaec09f139263', 0.7001400420140049)",,,,,,,,,,
53f31b7cdabfae9a8443727d,"('562b0f2845cedb33989722b7', 0.8333333333333336)","('53f4352edabfaee1c0a93344', 0.8333333333333336)","('53f45127dabfaeee22a2088a', 0.7302967433402215)",,,,,,,,,,,,,
53f43ac4dabfaee0d9b8e725,"('54097658dabfae8faa6946ba', 0.848528137423857)","('53f44d7adabfaedd74e0adcc', 0.7302967433402215)",,,,,,,,,,,,,,
53f4368edabfaeecd6960668,"('53f556c5dabfaea7cd1d7ec7', 0.8320502943378437)",,,,,,,,,,,,,,,
53f4ab6edabfaedce563c683,"('53f42da1dabfaee2a1c7f9b6', 0.8944271909999159)","('53f4734bdabfaec09f271af4', 0.7999999999999999)",,,,,,,,,,,,,,
53f4384bdabfaeb22f482f85,"('562cae8f45cedb3398c9399a', 0.7071067811865475)",,,,,,,,,,,,,,,
53f4cc17dabfaeebd7f808ac,"('54083258dabfae92b422e1f6', 0.8660254037844388)","('53f43017dabfaee43ebe7a99', 0.8660254037844388)",,,,,,,,,,,,,,
53f42e49dabfaee02ac6cc55,"('53f439bbdabfaedd74dbf6e3', 0.7216878364870323)",,,,,,,,,,,,,,,
53f44976dabfaee0d9bbfd77,"('53f45394dabfaedf43600d59', 0.8888888888888888)","('53f443d2dabfaee02ad0ec7f', 0.7396002616336388)",,,,,,,,,,,,,,
53f439b3dabfaee1c0abbfc9,"('53f47a59dabfaefedbbba941', 0.8728715609439696)","('544073fddabfae805a6bfc66', 0.857142857142857)",,,,,,,,,,,,,,
53f45bd3dabfaee43ecd009d,"('53f49796dabfaee0d9c74b74', 0.7999999999999999)",,,,,,,,,,,,,,,
542a5e0fdabfae61d49722b0,"('53f44ed4dabfaeecd69ce103', 1.0000000000000002)","('562c81d345cedb3398c44362', 0.8660254037844387)","('562c7c3845cedb3398c37db3', 0.8660254037844387)",,,,,,,,,,,,,
53f42debdabfaee4dc72094e,"('53f439b0dabfaec09f19b9dd', 0.9253038911459844)","('53f46fd7dabfaee4dc87397c', 0.9253038911459844)","('53f43067dabfaec09f13a9ea', 0.8875203139603666)",,,,,,,,,,,,,
53f47406dabfaedd74e9f9fa,"('53f474b3dabfaee4dc886d83', 0.944911182523068)","('5433aa28dabfaebb1c18c476', 0.8660254037844387)",,,,,,,,,,,,,,
53f388e9dabfae4b34a24762,"('54299ce3dabfaec70819a28d', 0.9087389347953039)","('53f3723edabfae4b349c4e65', 0.8770580193070293)","('53f46f09dabfaedd74e8bf45', 0.7050239879106326)",,,,,,,,,,,,,
53f46d1cdabfaee0d9c48d55,"('5440f854dabfae805a713d48', 0.8660254037844388)",,,,,,,,,,,,,,,
53f42fc5dabfaeb22f4262a0,"('53f46e69dabfaec09f25f177', 0.943701430841551)","('53f784b3dabfae8faa493849', 0.8787878787878788)","('53f42bcedabfaeb22f3eff2a', 0.8787878787878788)","('53f430fbdabfaec09f142051', 0.8539864924534399)","('53f46b26dabfaeee22a65743', 0.7709153335180905)",,,,,,,,,,,
53f43d45dabfaee2a1d1cf77,"('54059590dabfae8faa5e5259', 1.0000000000000002)","('5448767adabfae87b7e2928d', 0.7745966692414834)",,,,,,,,,,,,,,
53f42bb9dabfaedf434fd100,"('54086ae5dabfae450f417e03', 0.984731927834662)",,,,,,,,,,,,,,,
53f42f60dabfaeb2ac0032e5,"('53f426e8dabfaeb22f3c816d', 0.7071067811865475)","('53f4328cdabfaee0d9b3e839', 0.7071067811865475)","('53f43272dabfaedce5505e48', 0.7071067811865475)",,,,,,,,,,,,,
